header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Back garden,Garden location,Type of garage,Capacity,error
Tweekapper D (Bouwnr. 136),5254 VJ Haarsteeg        ,https://www.funda.nl/en/koop/haarsteeg/huis-42596429-tweekapper-d-bouwnr-136/?navigateSource=resultlist,20220129_073720,"€ 495,500 vrij op naam","€ 3,417    The asking price per m² (€ 495,500) is calculated by dividing the asking price of the home by the living area (145 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Single-family home, double house",New property,2021,Gable roof covered with roof tiles,Woningborg garantiecertificaat,Living area145 m²,145 m²,647 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Toilet,3 stories,Balanced ventilation system and solar panels,A        What does this mean?,Completely insulated,Heat recovery unit and heat pump,Electrical boiler,Alongside a quiet road and in residential district,Back garden and front garden,130 m² (13 meter deep and 10 meter broad),Located at the southwest accessible via the rear,Attached brick garage,1 car,no
