header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Tesselschadeplein 20,2026 SV Haarlem        ,https://www.funda.nl/en/koop/haarlem/appartement-88043270-tesselschadeplein-20/?navigateSource=resultlist,20220129_174017,"€ 215,000 kosten koper","€ 6,143    The asking price per m² (€ 215,000) is calculated by dividing the asking price of the home by the living area (35 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 22, 2022",Available,Available in consultation,€ 137.00 per month,Upstairs apartment (apartment),Resale property,1961,Flat roof covered with asphalt roofing,Living area35 m²Exterior space attached to the building2 m²External storage space4 m²,35 m²,2 m²,4 m²,115 m³,2 rooms (1 bedroom),1 bathroom,Shower,1 story,3rd floor,E        What does this mean?,Double glazing,Communal central heating,Electrical boiler,Full ownership,Unobstructed surrounding view,Balcony present,Storage box,Public parking,Yes,Yes,Yes (€ 137.00 per month),Yes,Yes,Yes,no
