header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of garage,Capacity,error
Aggemastate 172,8926 PH Leeuwarden        ,https://www.funda.nl/en/koop/leeuwarden/huis-42675054-aggemastate-172/?navigateSource=resultlist,20220128_074917,"€ 209,500 kosten koper","€ 2,328    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 209,500) is calculated by dividing the asking price of the home by the living area (90 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",2 weeks,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,1982,Gable roof,Living area90 m²Other space inside the building28 m²,90 m²,28 m²,226 m²,425 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories and a attic,B        What does this mean?,"Roof insulation, double glazing and insulated walls",District heating,District heating,226 m²,Full ownership,In residential district,Back garden and front garden,"94 m² (11 meter deep and 8,5 meter broad)",Located at the south,Attached brick garage,1 car,no
