header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Provisional energy label,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Helfrichstraat 25 E,7311 JB Apeldoorn        ,https://www.funda.nl/en/koop/apeldoorn/appartement-88012440-helfrichstraat-25-e/?navigateSource=resultlist,20220129_035039,"€ 289,500 kosten koper","€ 4,523    The asking price per m² (€ 289,500) is calculated by dividing the asking price of the home by the living area (64 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Available,Available in consultation,€ 105.63 per month,Apartment with shared street entrance (apartment),Resale property,1978,Living area64 m²,64 m²,172 m³,3 rooms (2 bedrooms),1 separate toilet,1 story,3rd floor,B        What does this mean?,French balcony present,"Paid parking, parking on gated property, parking on private property, public parking, parking garage and resident's parking permits",Yes,Yes,Yes (€ 105.63 per month),No,Yes,Yes,no
