header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Hot water,Ownership situation,Fees,Location,Garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Esther de Boer-van Rijkstraat 70,1065 GP Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42529724-esther-de-boer-van-rijkstraat-70/?navigateSource=resultlist,20220130_213944,"€ 300,000 kosten koper","€ 5,556    The asking price per m² (€ 300,000) is calculated by dividing the asking price of the home by the living area (54 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available immediately,Ground-floor apartment (apartment),Resale property,1957,Living area54 m²Exterior space attached to the building8 m²,54 m²,8 m²,210 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower,1 story,Ground floor,Not available,Gas heaters,Gas water heater,Municipal long-term lease (end date of long-term lease:  15-10-2030),Paid until 15-10-2030,In residential district,Back garden,Yes,Yes,Yes,Yes,Yes,Yes,no
