header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Quality marks,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Garden,Shed / storage,Facilities.1,Insulation.1,Type of garage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
van Almondepad 2 .,4818 RG Breda        ,https://www.funda.nl/en/koop/breda/appartement-41314447-van-almondepad-2/?navigateSource=resultlist,20220129_095636,"€ 1,480,000 vrij op naam","€ 6,852    The asking price per m² (€ 1,480,000) is calculated by dividing the asking price of the home by the living area (216 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Maisonnette,Resale property,2021,Monumental building,Woningborg garantiecertificaat,Living area216 m²External storage space9 m²,216 m²,9 m²,966 m³,4 rooms (3 bedrooms),2 bathrooms and 2 separate toilets,Bath and toilet,2 stories,Mechanical ventilation,C        What does this mean?,"Roof insulation, double glazing and floor insulation",CH boiler and heat recovery unit,CH boiler and solar collectors,Full ownership,In residential district,Back garden,Detached wooden storage,Electricity,No insulation,Carport,Parking on private property,No,No,No,No,No,No,no
