header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Type of parking facilities,error
Scheepswerfkade 9,9503 PA Stadskanaal        ,https://www.funda.nl/en/koop/stadskanaal/huis-88902791-scheepswerfkade-9/?navigateSource=resultlist,20220128_043736,"€ 289,000 kosten koper","€ 2,580    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 289,000) is calculated by dividing the asking price of the home by the living area (112 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, detached residential property",Resale property,1930,Gable roof covered with roof tiles,Living area112 m²External storage space25 m²,112 m²,25 m²,715 m²,379 m³,4 rooms (3 bedrooms),2 stories,"Rolldown shutters, flue and solar panels",G        What does this mean?,"Roof insulation, double glazing and floor insulation",CH boiler and wood heater,CH boiler,"Intergas (gas-fired from 2015, in ownership)",715 m²,Full ownership,Parking on private property,no
