header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Shed / storage,Type of garage,Type of parking facilities,error
Sandersdijk 37,2497 WR Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-42565258-sandersdijk-37/?navigateSource=resultlist,20220131_213623,"€ 387,500 kosten koper","€ 3,027    The asking price per m² (€ 387,500) is calculated by dividing the asking price of the home by the living area (128 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,2002,Living area128 m²Exterior space attached to the building9 m²,128 m²,9 m²,121 m²,280 m³,5 rooms (4 bedrooms),1 bathroom,Bath and shower,3 stories,B            1.21What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",District heating,Central facility,121 m²,Full ownership,In residential district,Back garden,Detached wooden storage,Parking place,Public parking,no
