header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Facilities,error
Kerkstraat 26,2971 AL Bleskensgraaf ca        ,https://www.funda.nl/en/koop/bleskensgraaf-ca/huis-42656291-kerkstraat-26/?navigateSource=resultlist,20220128_141606,"€ 375,000 kosten koper","€ 4,464    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (84 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1936,Gable roof covered with roof tiles,Living area84 m²Other space inside the building10 m²External storage space10 m²,84 m²,10 m²,10 m²,158 m²,300 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories and a attic,C        What does this mean?,"Roof insulation, mostly double glazed and insulated walls",CH boiler,CH boiler,"Nefit Topline (gas-fired combination boiler from 2007, in ownership)",158 m²,Full ownership,Back garden and front garden,"28 m² (5 meter deep and 5,5 meter broad)",Located at the south,Attached wooden storage,Electricity,no
