header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of parking facilities,Building type,Dimensions,Ownership situation,error
Houdringe 93,1025 BB Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/parkeergelegenheid-41123974-houdringe-93/?navigateSource=resultlist,20220129_185602,"€ 30,000 kosten koper",6+ months,Sold under reservation,Available in consultation,Garage,Resale property,16 m²,See deed,no
