header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Ownership situation,Fees,Area,Ownership situation.1,Fees.1,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Langswater 669,1069 EG Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88952779-langswater-669/?navigateSource=resultlist,20220128_141032,"€ 259,000 kosten koper","€ 4,246    The asking price per m² (€ 259,000) is calculated by dividing the asking price of the home by the living area (61 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,Galleried apartment,Resale property,1969,Flat roof covered with asphalt roofing,Living area61 m²Exterior space attached to the building5 m²External storage space5 m²,61 m²,5 m²,5 m²,201 m³,3 rooms (2 bedrooms),1 story,E        What does this mean?,Municipal long-term lease (end date of long-term lease:  01-11-2041),"€ 51,54 per year",Part of parcel,Municipal long-term lease (end date of long-term lease:  01-11-2041),"€ 6,82 per year",Storage box,Public parking,No,No,No,No,No,No,no
