header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Heating,Hot water,Ownership situation,Fees,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Langswater 385,1069 EC Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42526218-langswater-385/?navigateSource=resultlist,20220130_212919,"€ 250,000 kosten koper","€ 4,098    The asking price per m² (€ 250,000) is calculated by dividing the asking price of the home by the living area (61 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,€ 344.00 per month,Galleried apartment (apartment),Resale property,1966,Flat roof covered with asphalt roofing,Living area61 m²Exterior space attached to the building6 m²External storage space5 m²,61 m²,6 m²,5 m²,240 m³,3 rooms (2 bedrooms),1 separate toilet,13 stories,13th floor,D        What does this mean?,Communal central heating,Electrical boiler,Ownership encumbered with long-term leaset,Bought off for eternity,Balcony present,Built-in,Public parking,Yes,Yes,Yes (€ 344.00 per month),Yes,Yes,Yes,no
