header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Location,Balcony/roof garden,Type of garage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Boegspriet 46,8605 DL Sneek        ,https://www.funda.nl/en/koop/sneek/appartement-88998449-boegspriet-46/?navigateSource=resultlist,20220127_220627,"€ 595,000 kosten koper","€ 4,190    The asking price per m² (€ 595,000) is calculated by dividing the asking price of the home by the living area (142 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,€ 231.55 per month,Ground-floor apartment (corridor apartment),Resale property,1997,Living area142 m²Exterior space attached to the building50 m²External storage space11 m²,142 m²,50 m²,11 m²,414 m³,5 rooms (2 bedrooms),1 story,Ground floor,Elevator,C        What does this mean?,"Alongside a quiet road, on navigable waterway, alongside water, in residential district and unobstructed surrounding view",Balcony present,Parking place,Yes,Yes,Yes (€ 231.55 per month),Yes,Yes,Yes,no
