header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Type of parking facilities,error
Willemsparkweg 32,1071 HG Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42462366-willemsparkweg-32/?navigateSource=resultlist,20220130_214721,"€ 3,375,000 kosten koper","€ 10,580    The asking price per m² (€ 3,375,000) is calculated by dividing the asking price of the home by the living area (319 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,"Desirable residence/villa, semi-detached residential property",Resale property,1888,Living area319 m²Exterior space attached to the building19 m²External storage space15 m²,319 m²,19 m²,15 m²,194 m²,894 m³,9 rooms (6 bedrooms),4 bathrooms and 4 separate toilets,"2 baths, 4 showers and toilet",4 stories,"Alarm installation, mechanical ventilation and TV via cable",C        What does this mean?,"Roof insulation, double glazing and floor insulation","CH boiler, possibility for fireplace and partial floor heating",CH boiler,194 m²,Full ownership,Alongside park and in residential district,Back garden,"Paid parking, public parking and resident's parking permits",no
