header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Ownership situation,Ownership situation.1,Location,Garden,Type of garage,Capacity,Facilities.1,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Schelpstraat 6,2514 KH Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88937893-schelpstraat-6/?navigateSource=resultlist,20220131_215920,"€ 1,975,000 kosten koper","€ 8,264    The asking price per m² (€ 1,975,000) is calculated by dividing the asking price of the home by the living area (239 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Available,Available in consultation,Ground-floor + upstairs apartment,Resale property,1906,Protected townscape or village view (permit needed for alterations),Gable roof,Living area239 m²Other space inside the building33 m²Exterior space attached to the building32 m²,239 m²,33 m²,32 m²,"1,090 m³",7 rooms (4 bedrooms),2 bathrooms and 2 separate toilets,"2 baths, 2 showers and toilet",3 stories,Ground floor,Mechanical ventilation,Not available,Full ownership,Full ownership,Alongside a quiet road and in center,Sun terrace,Built-in,2 cars,Electrical door and electricity,No,No,No,No,No,No,no
