header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Location,Shed / storage,error
Oranjeboomstraat 28 B,3071 BA Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42584295-oranjeboomstraat-28-b/?navigateSource=resultlist,20220126_170355,"€ 315,000 vrij op naam","€ 5,339    The asking price per m² (€ 315,000) is calculated by dividing the asking price of the home by the living area (59 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,Residential property with shared street entrance (apartment),New property,2023,Living area59 m²Exterior space attached to the building5 m²,59 m²,5 m²,153 m³,2 rooms (1 bedroom),1 story,Mechanical ventilation,Not available,Completely insulated,District heating,District heating,In center and in residential district,Built-in,no
