header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Facilities.1,Type of parking facilities,error
Mecklenburgstraat 64,5616 AP Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-88872270-mecklenburgstraat-64/?navigateSource=resultlist,20220201_011250,"€ 425,000 kosten koper","€ 3,542    The asking price per m² (€ 425,000) is calculated by dividing the asking price of the home by the living area (120 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 months,Available,Available in consultation,"Single-family home, row house",Resale property,1976,Gable roof,Living area120 m²,120 m²,111 m²,420 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,3 stories,Outdoor awning and TV via cable,C        What does this mean?,CH boiler,CH boiler,"Vaillant HR Pro combi (gas-fired combination boiler from 2014, in ownership)",111 m²,Full ownership,In center and in residential district,Back garden,Detached brick storage,Electricity,"Parking on private property, public parking and resident's parking permits",no
