header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Facilities.1,Type of garage,Type of parking facilities,error
Sterrekrooshof 13,1433 WN Kudelstaart        ,https://www.funda.nl/en/koop/kudelstaart/huis-42574853-sterrekrooshof-13/?navigateSource=resultlist,20220128_054210,"€ 485,000 kosten koper","€ 3,789    The asking price per m² (€ 485,000) is calculated by dividing the asking price of the home by the living area (128 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,2009,Living area128 m²External storage space9 m²,128 m²,9 m²,135 m²,431 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Toilet,3 stories,"Outdoor awning, skylight and TV via cable",A        What does this mean?,"Roof insulation, double glazing and insulated walls",CH boiler and partial floor heating,CH boiler,"Intergas (gas-fired combination boiler from 2009, in ownership)",135 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,Detached wooden storage,Electricity,Carport,Public parking,no
