header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Shed / storage,Facilities.1,Type of parking facilities,error
Buitenhof 15,2903 CJ Capelle aan den IJssel        ,https://www.funda.nl/en/koop/capelle-aan-den-ijssel/huis-42536376-buitenhof-15/?navigateSource=resultlist,20220129_075934,"€ 425,000 kosten koper","€ 3,484    The asking price per m² (€ 425,000) is calculated by dividing the asking price of the home by the living area (122 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Under offer,Available in consultation,"Single-family home, semi-detached residential property",Resale property,1985,Gable roof covered with roof tiles,Living area122 m²Exterior space attached to the building8 m²,122 m²,8 m²,158 m²,426 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,3 stories,"Skylight, mechanical ventilation, sliding door and TV via cable",C        What does this mean?,Partly double glazed,CH boiler,CH boiler,"ATAG (2014, to rent)",158 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,"60 m² (0,1 meter deep and 0,06 meter broad)",Detached wooden storage,Electricity,Public parking,no
