header_title,header_subtitle,ad_link,ad_download_date_time,Aangeboden sinds,Verkoopdatum,Looptijd,error
Zevenbergsedijkje 47,3079 DP Rotterdam        Groot IJsselmonde,https://www.funda.nl/en/koop/rotterdam/huis-88982162-zevenbergsedijkje-47/?navigateSource=resultlist,20220126_172614,16 november 2021,4 december 2021,2 weken,no
