header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Side garden,Garden location,Shed / storage,Type of parking facilities,error
Jacob Catslaan 80,3705 BS Zeist        ,https://www.funda.nl/en/koop/zeist/huis-42548882-jacob-catslaan-80/?navigateSource=resultlist,20220128_044003,"€ 750,000 kosten koper","€ 4,190    The asking price per m² (€ 750,000) is calculated by dividing the asking price of the home by the living area (179 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Under offer,Available immediately,"Single-family home, double house",Resale property,1932,Living area179 m²Other space inside the building7 m²Exterior space attached to the building21 m²External storage space6 m²,179 m²,7 m²,21 m²,6 m²,297 m²,644 m³,7 rooms (6 bedrooms),1 bathroom and 2 separate toilets,Bath,3 stories,C        What does this mean?,"Roof insulation, double glazing and insulated walls",CH boiler,CH boiler,"Gas-fired combination boiler from 2003, in ownership",297 m²,Full ownership,In residential district,Front garden and side garden,"139 m² (7,3 meter deep and 19 meter broad)",Located at the south,Built-in,Public parking,no
