header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Heating,Hot water,CH boiler,Ownership situation,Ownership situation.1,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Dr. J.C. Hartogslaan 32 -2,6824 DH Arnhem        ,https://www.funda.nl/en/koop/arnhem/appartement-42670925-dr-jc-hartogslaan-32-2/?navigateSource=resultlist,20220129_055116,"€ 250,000 kosten koper","€ 3,086    The asking price per m² (€ 250,000) is calculated by dividing the asking price of the home by the living area (81 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Sold under reservation,Available in consultation,Apartment with shared street entrance (apartment),Resale property,1954,Flat roof covered with asphalt roofing,Living area81 m²,81 m²,260 m³,4 rooms (3 bedrooms),1 story,E        What does this mean?,CH boiler,CH boiler,In ownership,Full ownership,Full ownership,Built-in,Public parking,No,No,No,No,No,No,no
