header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Provisional energy label,Heating,Hot water,CH boiler,Area,Garden,Balcony/roof garden,Type of garage,Capacity,error
Niels Bohrstraat 13,6227 VT Maastricht        ,https://www.funda.nl/en/koop/maastricht/huis-88039109-niels-bohrstraat-13/?navigateSource=resultlist,20220129_164740,"€ 395,000 kosten koper","€ 3,405    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 395,000) is calculated by dividing the asking price of the home by the living area (116 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",3 weeks,Available,Available in consultation,"Single-family home, corner house",Resale property,1960-1970,Living area116 m²Other space inside the building4 m²Exterior space attached to the building292 m²External storage space18 m²,116 m²,4 m²,292 m²,18 m²,292 m²,450 m³,9 rooms (3 bedrooms),1 separate toilet,"2 stories, a/an attic and a basement",D        What does this mean?,CH boiler,CH boiler,"Gas-fired combination boiler, to rent",292 m²,"Back garden, front garden and side garden",Balcony present,Garage,1 car,no
