header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Burgemeester Ten Cateweg 21,8356 HL Blokzijl        ,https://www.funda.nl/en/koop/blokzijl/huis-42530935-burgemeester-ten-cateweg-21/?navigateSource=resultlist,20220129_023348,"€ 259,000 kosten koper","€ 1,947    The asking price per m² (€ 259,000) is calculated by dividing the asking price of the home by the living area (133 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,"Single-family home, row house",Resale property,2018,Gable roof covered with roof tiles,Living area133 m²External storage space6 m²,133 m²,6 m²,135 m²,380 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,Skylight,A        What does this mean?,CH boiler and complete floor heating,CH boiler,"Intergas (gas-fired combination boiler from 2018, in ownership)",135 m²,Full ownership,Back garden and front garden,"50 m² (9 meter deep and 5,5 meter broad)",Located at the south accessible via the rear,Detached wooden storage,Electricity,Public parking,no
