header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Garden,Type of parking facilities,error
de Genestetstraat 66,2394 XR Hazerswoude-Rijndijk        ,https://www.funda.nl/en/koop/hazerswoude-rijndijk/huis-88024935-de-genestetstraat-66/?navigateSource=resultlist,20220128_061430,"€ 280,000 kosten koper","€ 4,000    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 280,000) is calculated by dividing the asking price of the home by the living area (70 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",3 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1963,Gable roof covered with roof tiles,Living area70 m²External storage space7 m²,70 m²,7 m²,145 m²,243 m³,4 rooms (3 bedrooms),1 bathroom,Shower,2 stories,Air conditioning and outdoor awning,D        What does this mean?,Roof insulation and double glazing,CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2019, in ownership)",145 m²,Back garden and front garden,Public parking,no
