header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Type apartment,Area,Number of rooms,Volume in cubic meters,Energy label,Building type,Construction period,error
De Savornin Lohmanlaan 43 a1,3038 NC Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88915533-de-savornin-lohmanlaan-43-a1/?navigateSource=resultlist,20220126_171458,"€ 375,000 kosten koper","€ 3,947    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (95 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Upstairs apartment (double upstairs apartment),95 m² residential surface area,4 rooms (3 bedrooms),320 m³,C        What does this mean?,Resale property,1931-1944,no
