header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Accessibility,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Shed / storage,Facilities.1,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Bentinckplein 70,3039 KN Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42689407-bentinckplein-70/?navigateSource=resultlist,20220125_233155,"€ 250,000 kosten koper","€ 3,788    The asking price per m² (€ 250,000) is calculated by dividing the asking price of the home by the living area (66 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 21, 2022",Available,Available in consultation,€ 181.25 per month,Apartment with shared street entrance (apartment),Resale property,1959,Accessible for seniors,Flat roof covered with asphalt roofing,Living area66 m²Exterior space attached to the building5 m²,66 m²,5 m²,207 m³,3 rooms (2 bedrooms),1 story,4th floor,"Elevator, passive ventilation system and TV via cable",E            2.07What does this mean?,Double glazing,Communal central heating,Electrical boiler,Full ownership,In residential district and unobstructed surrounding view,Storage box,Electricity,"Paid parking, public parking and resident's parking permits",Yes,Yes,Yes (€ 181.25 per month),Yes,Yes,Yes,no
