header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Zusterstraat 71 A,2512 TJ Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88025938-zusterstraat-71-a/?navigateSource=resultlist,20220131_195529,"€ 250,000 kosten koper","€ 3,333    The asking price per m² (€ 250,000) is calculated by dividing the asking price of the home by the living area (75 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Under offer,Available in consultation,€ 100.00 per month,Residential property with shared street entrance (apartment),Resale property,1928,Flat roof covered with asphalt roofing,Living area75 m²,75 m²,256 m³,4 rooms (3 bedrooms),1 story,2nd floor,G        What does this mean?,Partly double glazed,CH boiler,CH boiler,"Intergas hre ( combination boiler from 2021, in ownership)",Balcony present,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 100.00 per month),Yes,No,Yes,no
