header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Location,Balcony/roof garden,Shed / storage,Insulation.1,Type of parking facilities,error
Zicht op Vitus,1211 NZ Hilversum        ,https://www.funda.nl/en/koop/hilversum/huis-42513749-zicht-op-vitus/?navigateSource=resultlist,20220127_202328,"€ 659,000 vrij op naam","€ 5,189    The asking price per m² (€ 659,000) is calculated by dividing the asking price of the home by the living area (127 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,"Single-family home, row house",New property,2022,Flat roof,Woningborg garantiecertificaat,Living area127 m²Exterior space attached to the building13 m²,127 m²,13 m²,438 m³,5 rooms (3 bedrooms),1 bathroom and 2 separate toilets,Shower,3 stories,"Optical fibre, mechanical ventilation, TV via cable and solar panels",Not available,Triple glazed and completely insulated,Complete floor heating and heat pump,In center and in residential district,Balcony present,Built-in,Completely insulated,Parking on private property,no
