header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Insulation,Hot water,Area,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Rijssellaan 9,9501 RT Stadskanaal        ,https://www.funda.nl/en/koop/stadskanaal/huis-42695779-rijssellaan-9/?navigateSource=resultlist,20220128_013155,"€ 155,000 kosten koper","€ 1,938    The asking price per m² (€ 155,000) is calculated by dividing the asking price of the home by the living area (80 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",Today,Available,Available in consultation,"Single-family home, row house",Resale property,1964,Gable roof covered with roof tiles,Living area80 m²External storage space9 m²,80 m²,9 m²,149 m²,300 m³,5 rooms (4 bedrooms),1 separate toilet,2 stories and a loft,F        What does this mean?,"Roof insulation, double glazing and insulated walls",CH boiler,149 m²,In residential district,Back garden,60 m² (10 meter deep and 6 meter broad),Located at the north accessible via the rear,Detached wooden storage,Public parking,no
