header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Location,Balcony/roof garden,Shed / storage,Facilities.1,Type of garage,Type of parking facilities,error
Factorij 46,3071 AV Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-88016105-factorij-46/?navigateSource=resultlist,20220126_004620,"€ 699,000 kosten koper","€ 4,236    The asking price per m² (€ 699,000) is calculated by dividing the asking price of the home by the living area (165 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Sold under reservation,Available in consultation,"Single-family home, row house (cube-shaped house on concrete pillars)",Resale property,1995,Pyramid hip roof covered with asphalt roofing,Energie Prestatie Advies,Living area165 m²Exterior space attached to the building31 m²External storage space17 m²,165 m²,31 m²,17 m²,562 m³,6 rooms (3 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",4 stories,Mechanical ventilation,B        What does this mean?,Double glazing and completely insulated,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",1 m²,Alongside water,Roof terrace present and balcony present,Storage box,Electricity,Parking place,"Parking on gated property, parking on private property and parking garage",no
