header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Type of garage,Capacity,error
Drive-in-woningen (Bouwnr. F02),3072 RA Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-42545778-drive-in-woningen-bouwnr-f02/?navigateSource=resultlist,20220126_172034,"€ 589,000 vrij op naam","€ 3,953    The asking price per m² (€ 589,000) is calculated by dividing the asking price of the home by the living area (149 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",New property,2023,Living area149 m²,149 m²,387 m³,6 rooms (4 bedrooms),4 stories,Mechanical ventilation,A        What does this mean?,Completely insulated,District heating,District heating,In residential district,Sun terrace,Garage,1 car,no
