header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Haverweerd 8,3762 BH Soest        ,https://www.funda.nl/en/koop/soest/appartement-42680171-haverweerd-8/?navigateSource=resultlist,20220129_011721,"€ 245,000 kosten koper","€ 2,356    The asking price per m² (€ 245,000) is calculated by dividing the asking price of the home by the living area (104 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 23, 2022",Available,Available in consultation,€ 284.00 per month,Galleried apartment,Resale property,1972,Living area104 m²,104 m²,324 m³,4 rooms (2 bedrooms),1 story,G        What does this mean?,Yes,Yes,Yes (€ 284.00 per month),Yes,Yes,Yes,no
