header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Type of garage,Capacity,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Gestelsestraat 14 A,5615 LE Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/appartement-42660271-gestelsestraat-14-a/?navigateSource=resultlist,20220128_232638,"€ 389,000 kosten koper","€ 4,744    The asking price per m² (€ 389,000) is calculated by dividing the asking price of the home by the living area (82 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Available,Available in consultation,Galleried apartment,Resale property,2001,Living area82 m²External storage space17 m²,82 m²,17 m²,255 m³,3 rooms (2 bedrooms),1 separate toilet,1 story,B        What does this mean?,Completely insulated,CH boiler,CH boiler,In ownership,Full ownership,Garage,1 car,Yes,Yes,Yes,Yes,Yes,Yes,no
