header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,CH boiler,Area,Ownership situation,Location,Garden,error
Nassaustraat 15,5682 AD Best        ,https://www.funda.nl/en/koop/best/huis-88942898-nassaustraat-15/?navigateSource=resultlist,20220130_140615,"€ 445,000 kosten koper","€ 3,618    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 445,000) is calculated by dividing the asking price of the home by the living area (123 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",3 months,Sold under reservation,Available in consultation,"Single-family home, double house",Resale property,1959,Gable roof covered with roof tiles,Living area123 m²External storage space15 m²,123 m²,15 m²,310 m²,439 m³,5 rooms (4 bedrooms),2 bathrooms,"Bath, 2 showers and toilet",2 stories and a attic,D        What does this mean?,Completely insulated,CH boiler,"Gas-fired from 2007, in ownership",310 m²,Full ownership,In residential district,Back garden and front garden,no
