header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Fees,Garden,Back garden,Garden location,Shed / storage,error
Ilpendammerstraat 40,1023 AV Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42671556-ilpendammerstraat-40/?navigateSource=resultlist,20220131_000949,"€ 525,000 kosten koper","€ 6,908    The asking price per m² (€ 525,000) is calculated by dividing the asking price of the home by the living area (76 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,"Single-family home, corner house",Resale property,1926,Protected townscape or village view (permit needed for alterations),Living area76 m²Other space inside the building2 m²External storage space3 m²,76 m²,2 m²,3 m²,91 m²,189 m³,5 rooms (4 bedrooms),1 bathroom and 2 separate toilets,Bath,3 stories,G        What does this mean?,Double glazing,CH boiler,CH boiler,"Intergas HR Eco (gas-fired combination boiler from 2016, in ownership)",91 m²,Municipal ownership encumbered with long-term leaset,Bought off for eternity,Back garden and side garden,"57 m² (5,8 meter deep and 9,8 meter broad)",Located at the southeast accessible via the rear,Attached brick storage,no
