header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Shed / storage,Insulation.1,Type of parking facilities,error
Vestibule (Bouwnr. 48),3541 BC Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-41308843-vestibule-bouwnr-48/?navigateSource=resultlist,20220131_155643,"€ 982,500 vrij op naam","€ 5,919    The asking price per m² (€ 982,500) is calculated by dividing the asking price of the home by the living area (166 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Penthouse (apartment),New property,2022,Flat roof covered with asphalt roofing,SWK garantiecertificaat,Living area166 m²Exterior space attached to the building110 m²External storage space5 m²,166 m²,110 m²,5 m²,495 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Toilet,1 story,6th floor,Elevator and mechanical ventilation,A+        What does this mean?,Completely insulated,Complete floor heating,District heating,"Alongside park, alongside a quiet road, in center and in residential district",Roof terrace present,Storage box,Completely insulated,Parking garage,no
