header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Type of roof,Quality marks,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Location,Shed / storage,Facilities.1,Type of garage,Type of parking facilities,error
Zin in Zuid - Studio's (Bouwnr. 42),9721 GV Groningen        ,https://www.funda.nl/en/koop/groningen/appartement-42650207-zin-in-zuid-studio-s-bouwnr-42/?navigateSource=resultlist,20220130_124138,"€ 266,000 vrij op naam","€ 4,926    The asking price per m² (€ 266,000) is calculated by dividing the asking price of the home by the living area (54 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Under option,Available in consultation,Apartment with shared street entrance (apartment),New property,2022,Monumental building,Flat roof covered with asphalt roofing,SWK garantiecertificaat,Living area54 m²Other space inside the building5 m²,54 m²,5 m²,162 m³,1 room,1 bathroom and 1 separate toilet,Shower,1 story,1st floor,"Elevator, mechanical ventilation and TV via cable",A        What does this mean?,Completely insulated,Complete floor heating and heat pump,Electrical boiler,Alongside a quiet road and in residential district,Built-in,Electricity,Parking place,"Paid parking, parking on private property and parking garage",no
