header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Shed / storage,Facilities.1,Insulation.1,Type of parking facilities,error
Type C (Bouwnr. 75),1033 NL Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42513689-type-c-bouwnr-75/?navigateSource=resultlist,20220130_125818,"€ 261,536 vrij op naam","€ 4,433    The asking price per m² (€ 261,536) is calculated by dividing the asking price of the home by the living area (59 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,Upstairs apartment (apartment),New property,2022,Flat roof,SWK garantiecertificaat,Living area59 m²,59 m²,153 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower,1 story,Elevator and TV via cable,A        What does this mean?,Completely insulated,District heating,District heating,"Alongside park, on navigable waterway, alongside water and in residential district",Balcony present,Built-in,Electricity and running water,Completely insulated,Public parking,no
