header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Area,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Nicolaas Beetslaan 7 d,1985 HH Driehuis        ,https://www.funda.nl/en/koop/driehuis/huis-42442058-nicolaas-beetslaan-7-d/?navigateSource=resultlist,20220130_134914,"€ 865,000 vrij op naam","€ 5,510    The asking price per m² (€ 865,000) is calculated by dividing the asking price of the home by the living area (157 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available in consultation,"Single-family home, semi-detached residential property",New property,2022,Living area157 m²Other space inside the building7 m²,157 m²,7 m²,205 m²,573 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories and a attic,Mechanical ventilation and TV via cable,A+++        What does this mean?,Completely insulated,Complete floor heating and heat pump,205 m²,In residential district,Back garden and front garden,"69 m² (7,46 meter deep and 9,31 meter broad)",Located at the northeast,Attached brick storage,Electricity,Parking on private property,no
