header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Shed / storage,Facilities.1,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Vespuccistraat 55 2,1056 SH Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88037252-vespuccistraat-55-2/?navigateSource=resultlist,20220131_001353,"€ 395,000 kosten koper","€ 6,695    The asking price per m² (€ 395,000) is calculated by dividing the asking price of the home by the living area (59 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,€ 115.00 per month,Mezzanine (apartment),Resale property,1925,Flat roof covered with asphalt roofing,Living area59 m²External storage space10 m²,59 m²,10 m²,200 m³,2 rooms (1 bedroom),1 story,3rd floor,Passive ventilation system and TV via cable,D        What does this mean?,Double glazing,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2013, in ownership)",Full ownership,Built-in,Electricity,Paid parking,Yes,Yes,Yes (€ 115.00 per month),Yes,No,Yes,no
