header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Quality marks,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Dwaallichtje 9,5629 LC Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-42666469-dwaallichtje-9/?navigateSource=resultlist,20220201_002346,"€ 489,000 vrij op naam","€ 3,569    The asking price per m² (€ 489,000) is calculated by dividing the asking price of the home by the living area (137 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Under option,Available in consultation,"Single-family home, corner house",New property,2022,Woningborg garantiecertificaat,Living area137 m²Exterior space attached to the building10 m²External storage space5 m²,137 m²,10 m²,5 m²,485 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",2 stories and a attic,"Balanced ventilation system, optical fibre, TV via cable and solar panels",A        What does this mean?,Completely insulated,"Complete floor heating, heat recovery unit and heat pump",Electrical boiler,In residential district,Back garden,"60 m² (10 meter deep and 5,96 meter broad)",Located at the west accessible via the rear,Detached wooden storage,Electricity,Public parking,no
