header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Hot water,Ownership situation,Ownership situation.1,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Roelof Kranenburgplein 38,5042 MB Tilburg        ,https://www.funda.nl/en/koop/tilburg/appartement-42680505-roelof-kranenburgplein-38/?navigateSource=resultlist,20220127_203144,"€ 225,000 kosten koper","€ 2,647    The asking price per m² (€ 225,000) is calculated by dividing the asking price of the home by the living area (85 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 311 per month,"January 21, 2022",Available,Available in consultation,Galleried apartment (apartment),Resale property,1969,Flat roof,Living area85 m²Exterior space attached to the building5 m²External storage space7 m²,85 m²,5 m²,7 m²,270 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,4th floor,C        What does this mean?,Communal central heating,Gas water heater,Full ownership,Full ownership,"Alongside park, in residential district and unobstructed surrounding view",Balcony present,Storage box,Public parking,Yes,Yes,Yes,Yes,Yes,Yes,no
