header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Insulation,Heating,Hot water,Area,Ownership situation,Fees,Location,Garden,Back garden,Garden location,error
Kogeldistel 3,3068 NH Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-88020169-kogeldistel-3/?navigateSource=resultlist,20220126_172444,"€ 275,000 kosten koper","€ 2,895    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (95 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Sold under reservation,Available immediately,"Single-family home, semi-detached residential property",Resale property,1973,Flat roof,Living area95 m²External storage space9 m²,95 m²,9 m²,140 m²,265 m³,5 rooms (3 bedrooms),2 stories,C        What does this mean?,Double glazing,CH boiler,CH boiler,140 m²,Ownership encumbered with long-term lease and building and planting rights (end date of long-term lease:  30-10-2088),Paid until 30-10-2088,In residential district,Back garden,"44 m² (9,5 meter deep and 4,65 meter broad)",Located at the west accessible via the rear,no
