header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Accessibility,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Shed / storage,Facilities,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
It Hoekstee 17,8561 BE Balk        ,https://www.funda.nl/en/koop/balk/appartement-42531236-it-hoekstee-17/?navigateSource=resultlist,20220128_020838,"€ 275,000 kosten koper","€ 3,056    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (90 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,Galleried apartment (apartment),Resale property,1994,Accessible for seniors,Living area90 m²Exterior space attached to the building4 m²External storage space6 m²,90 m²,4 m²,6 m²,275 m³,3 rooms (2 bedrooms),1 bathroom,5 stories,A        What does this mean?,Double glazing and completely insulated,CH boiler,CH boiler,"Intergas Kombi-Kompakt HRE (gas-fired combination boiler from 2015, in ownership)",Full ownership,"Sheltered location, In wooded surroundings and in center",Balcony present,Built-in,Electricity,Parking on gated property,Yes,Yes,Yes,Yes,Yes,Yes,no
