header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Kerkstraat 9,2282 BL Rijswijk (ZH)        ,https://www.funda.nl/en/koop/rijswijk-zh/appartement-42684635-kerkstraat-9/?navigateSource=resultlist,20220129_063153,"€ 325,000 kosten koper","€ 3,037    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (107 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 27, 2022",Available,Available in consultation,€ 63.80 per month,Maisonnette (double upstairs apartment),Resale property,1930,Living area107 m²Exterior space attached to the building8 m²,107 m²,8 m²,356 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories,Outdoor awning and sliding door,G        What does this mean?,CH boiler,CH boiler,"Remeha (gas-fired combination boiler, in ownership)",Full ownership,Alongside a quiet road and in residential district,Balcony present,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 63.80 per month),Yes,No,Yes,no
