header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Planciusstraat 19 G3,1013 MD Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88043897-planciusstraat-19-g3/?navigateSource=resultlist,20220130_223738,"€ 275,000 kosten koper","€ 10,577    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (26 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 21, 2022",Available,Available in consultation,€ 202.00 per month,Upstairs apartment (apartment),Resale property,2015,With carpets and curtains,Flat roof covered with asphalt roofing,Living area26 m²Exterior space attached to the building3 m²,26 m²,3 m²,85 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,6th floor,"Elevator, mechanical ventilation and TV via cable",Not available,Completely insulated,Complete floor heating,Electrical boiler,In residential district,Balcony present,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 202.00 per month),Yes,Yes,Yes,no
