header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of garage,Capacity,Facilities.1,error
Regentes 6,3232 PK Brielle        ,https://www.funda.nl/en/koop/brielle/huis-42651981-regentes-6/?navigateSource=resultlist,20220129_015523,"€ 649,500 kosten koper","€ 4,163    The asking price per m² (€ 649,500) is calculated by dividing the asking price of the home by the living area (156 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Under offer,Available in consultation,"Single-family home, linked semi-detached residential property",Resale property,2009,Gable roof covered with roof tiles,Living area156 m²Other space inside the building24 m²,156 m²,24 m²,290 m²,655 m³,5 rooms (4 bedrooms),2 bathrooms and 1 separate toilet,"Bath, shower and 2 toilets",2 stories and a attic,Mechanical ventilation,A        What does this mean?,Completely insulated,CH boiler and gas heater,CH boiler,"Intergas (gas-fired combination boiler from 2009, in ownership)",290 m²,Full ownership,Alongside water and in residential district,Back garden and front garden,"138 m² (14,5 meter deep and 9,5 meter broad)",Located at the northwest,Built-in,1 car,"Electrical door, loft, electricity and running water",no
