header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Type of parking facilities,error
Kromstraat 172,5345 AG Oss        ,https://www.funda.nl/en/koop/oss/huis-88035574-kromstraat-172/?navigateSource=resultlist,20220128_153147,"€ 575,000 kosten koper","€ 3,010    The asking price per m² (€ 575,000) is calculated by dividing the asking price of the home by the living area (191 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, semi-detached residential property",Resale property,1959,Living area191 m²Other space inside the building3 m²,191 m²,3 m²,380 m²,637 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,C        What does this mean?,"Roof insulation, double glazing, energy efficient window, insulated walls and floor insulation",CH boiler,CH boiler,"Nefit en Remeha (gas-fired, in ownership)",380 m² (part of parcel),Full ownership,Surrounded by garden,Parking on private property and public parking,no
