header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Shed / storage,Type of parking facilities,error
Beelsstraat 36,5701 KV Helmond        ,https://www.funda.nl/en/koop/helmond/huis-88034170-beelsstraat-36/?navigateSource=resultlist,20220128_013345,"€ 399,000 kosten koper","€ 2,541    The asking price per m² (€ 399,000) is calculated by dividing the asking price of the home by the living area (157 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, semi-detached residential property",Resale property,1901,Flat roof covered with asphalt roofing,Living area157 m²External storage space9 m²,157 m²,9 m²,312 m²,557 m³,8 rooms (5 bedrooms),2 bathrooms and 2 separate toilets,2 baths and shower,2 stories,F        What does this mean?,CH boiler,CH boiler,"Remeha HR+ (gas-fired combination boiler from 2020, to rent)",312 m²,Full ownership,Front garden,Attached brick storage,Public parking and resident's parking permits,no
