header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Klaprooslaan 91,3053 DL Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42542325-klaprooslaan-91/?navigateSource=resultlist,20220126_171652,"€ 199,000 kosten koper","€ 3,210    The asking price per m² (€ 199,000) is calculated by dividing the asking price of the home by the living area (62 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available immediately,€ 158.00 per month,Galleried apartment (apartment),Resale property,1962,Flat roof,Living area62 m²Exterior space attached to the building4 m²,62 m²,4 m²,180 m³,2 rooms (1 bedroom),1 separate toilet,1 story,2nd floor,Elevator and rolldown shutters,C        What does this mean?,Partly double glazed,Communal central heating,Gas water heater,In residential district,Balcony present,Built-in,Public parking,Yes,Yes,Yes (€ 158.00 per month),Yes,Yes,Yes,no
