header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Location,Shed / storage,Facilities.1,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Gijsbrecht van IJselsteinstraat 97,1082 KG Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42670868-gijsbrecht-van-ijselsteinstraat-97/?navigateSource=resultlist,20220130_181725,"€ 575,000 kosten koper","€ 7,099    The asking price per m² (€ 575,000) is calculated by dividing the asking price of the home by the living area (81 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,Apartment with shared street entrance (apartment),Resale property,1968,Flat roof covered with asphalt roofing,Living area81 m²Exterior space attached to the building10 m²External storage space9 m²,81 m²,10 m²,9 m²,223 m³,3 rooms (2 bedrooms),3 stories,1st floor,Elevator and TV via cable,D        What does this mean?,Double glazing,Communal central heating,Central facility,Alongside a quiet road and in residential district,Storage box,Electricity,"Paid parking, public parking and resident's parking permits",Yes,Yes,Yes,Yes,Yes,Yes,no
