header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Construction period,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Amsterdamsestraatweg 401 bis,3551 CL Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-88044584-amsterdamsestraatweg-401-bis/?navigateSource=resultlist,20220131_160003,"€ 385,000 kosten koper","€ 3,850    The asking price per m² (€ 385,000) is calculated by dividing the asking price of the home by the living area (100 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 21, 2022",Available,Available in consultation,€ 100.00 per month,Upstairs apartment (apartment),Resale property,1906-1930,Flat roof covered with asphalt roofing,Living area100 m²Exterior space attached to the building15 m²,100 m²,15 m²,348 m³,5 rooms (4 bedrooms),2 stories,2nd floor,F        What does this mean?,Mostly double glazed,CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2014, in ownership)",Full ownership,In residential district,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 100.00 per month),No,Yes,Yes,no
