header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Ownership situation.1,Location,Balcony/roof garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Edisonstraat 73,2561 BC Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42492925-edisonstraat-73/?navigateSource=resultlist,20220131_211905,"€ 599,000 kosten koper","€ 3,203    The asking price per m² (€ 599,000) is calculated by dividing the asking price of the home by the living area (187 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,Upstairs apartment (double upstairs apartment),Resale property,1906,Living area187 m²Exterior space attached to the building10 m²,187 m²,10 m²,545 m³,8 rooms (7 bedrooms),3 separate toilets,3 stories,1st floor,G        What does this mean?,Double glazing,CH boiler,CH boiler,"Intergas ( combination boiler from 2020, in ownership)",Full ownership,Full ownership,In center,Roof terrace present and balcony present,No,No,No,No,No,No,no
