header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,error
Beukenstraat 29,4462 TN Goes        ,https://www.funda.nl/en/koop/goes/huis-88040800-beukenstraat-29/?navigateSource=resultlist,20220128_032201,"€ 269,000 kosten koper","€ 2,339    The asking price per m² (€ 269,000) is calculated by dividing the asking price of the home by the living area (115 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 19, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1972,Gable roof,Living area115 m²External storage space10 m²,115 m²,10 m²,147 m²,380 m³,7 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,B        What does this mean?,Completely insulated,CH boiler,"Nefit (gas-fired from 2002, in ownership)",147 m²,Full ownership,Back garden and front garden,60 m² (12 meter deep and 5 meter broad),Located at the south,Detached brick storage,no
