header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Type of garage,Capacity,Facilities,error
Lumeyweg 10,3231 CD Brielle        ,https://www.funda.nl/en/koop/brielle/huis-42685656-lumeyweg-10/?navigateSource=resultlist,20220128_054431,"€ 409,000 kosten koper","€ 4,596    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 409,000) is calculated by dividing the asking price of the home by the living area (89 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ","January 18, 2022",Available,Available in consultation,"Bungalow, detached residential property",Resale property,1960,Gable roof covered with asphalt roofing,Living area89 m²Other space inside the building19 m²,89 m²,19 m²,483 m²,389 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,F        What does this mean?,Partly double glazed,CH boiler,CH boiler,"Vaillant HR solide plus (gas-fired combination boiler from 2011, in ownership)",483 m²,Full ownership,In residential district,Surrounded by garden,Built-in,1 car,Electricity and running water,no
