header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Garden,Type of garage,Capacity,Insulation.1,error
Type F vrijstaand (Bouwnr. 15),5541 Reusel        ,https://www.funda.nl/en/koop/reusel/huis-42546812-type-f-vrijstaand-bouwnr-15/?navigateSource=resultlist,20220128_012612,"€ 425,000 vrij op naam","€ 4,521    The asking price per m² (€ 425,000) is calculated by dividing the asking price of the home by the living area (94 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Under option,Available in consultation,"Single-family home, detached residential property",New property,2023,Flat roof covered with plastic,Living area94 m²,94 m²,455 m³,3 rooms (2 bedrooms),1 bathroom,2 stories,Mechanical ventilation and solar panels,A        What does this mean?,Completely insulated,Heat pump,Surrounded by garden,Built-in,1 car,Completely insulated,no
