header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Sumatra 90,2721 GT Zoetermeer        ,https://www.funda.nl/en/koop/zoetermeer/appartement-42658950-sumatra-90/?navigateSource=resultlist,20220129_035856,"€ 265,500 kosten koper","€ 3,904    The asking price per m² (€ 265,500) is calculated by dividing the asking price of the home by the living area (68 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Under offer,Available in consultation,€ 99.00 per month,Upstairs apartment (apartment),Resale property,2007,Shed roof covered with roof tiles,Living area68 m²,68 m²,270 m³,2 rooms (1 bedroom),1 separate toilet,2 stories,2nd floor,"Balanced ventilation system, mechanical ventilation and sliding door",A        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",CH boiler,CH boiler,"Intergas HRE (gas-fired combination boiler from 2018, to rent)",Full ownership,Alongside a quiet road and in residential district,Roof terrace present,Public parking,Yes,Yes,Yes (€ 99.00 per month),Yes,Yes,Yes,no
