header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of parking facilities,Building type,Capacity,Dimensions,Ownership situation,error
Dijkwater 281,1025 CW Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/parkeergelegenheid-42488059-dijkwater-281/?navigateSource=resultlist,20220130_192548,"€ 57,500 kosten koper",6+ months,Available,Available in consultation,Garage,Resale property,1,"6,35 meter deep and 2,95 meter broad",See deed,no
