header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities,Type of parking facilities,error
Tsjettelhûs 3,9001 DC Grou        ,https://www.funda.nl/en/koop/grou/huis-42665105-tsjettelhus-3/?navigateSource=resultlist,20220129_192422,"€ 299,500 kosten koper","€ 2,627    The asking price per m² (€ 299,500) is calculated by dividing the asking price of the home by the living area (114 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1983,Living area114 m²Exterior space attached to the building2 m²,114 m²,2 m²,122 m²,390 m³,6 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,B        What does this mean?,"Roof insulation, double glazing and insulated walls",CH boiler,CH boiler,"Intergas (gas-fired from 2020, in ownership)",122 m²,Full ownership,Alongside water and in residential district,Back garden,"64 m² (12 meter deep and 5,3 meter broad)",Located at the southwest,Detached wooden storage,Electricity,Resident's parking permits,no
