header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Heating,Hot water,Shed / storage,Facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Haspelsestraat 19,6131 GE Sittard        ,https://www.funda.nl/en/koop/sittard/appartement-88881199-haspelsestraat-19/?navigateSource=resultlist,20220129_154847,"€ 479,000 vrij op naam","€ 4,165    The asking price per m² (€ 479,000) is calculated by dividing the asking price of the home by the living area (115 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available in consultation,Residential property with shared street entrance (apartment),New property,2022,Living area115 m²Exterior space attached to the building12 m²,115 m²,12 m²,360 m³,3 rooms (2 bedrooms),1 story,1st floor,A        What does this mean?,Heat pump,Electrical boiler,Built-in,Electricity,No,No,No,No,No,No,no
