header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Insulation,Heating,Hot water,Location,Garden,Back garden,Garden location,Shed / storage,Facilities,Type of parking facilities,error
Kaakberg (Bouwnr. 1),1703 WD Heerhugowaard        ,https://www.funda.nl/en/koop/heerhugowaard/huis-42557013-kaakberg-bouwnr-1/?navigateSource=resultlist,20220128_092703,"€ 435,000 vrij op naam","€ 3,372    The asking price per m² (€ 435,000) is calculated by dividing the asking price of the home by the living area (129 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Single-family home, semi-detached residential property",New property,2022,Pyramid hip roof covered with roof tiles,Living area129 m²,129 m²,195 m²,496 m³,5 rooms (3 bedrooms),1 separate toilet,3 stories,A++        What does this mean?,Completely insulated,District heating and complete floor heating,District heating,In residential district,"Back garden, front garden and side garden","100 m² (9,99 meter deep and 9,99 meter broad)",Located at the east accessible via the rear,Attached wooden storage,Electricity,Public parking,no
