header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Heating,Hot water,Location,Garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
De Savornin Lohmanstraat 19 s,3551 BS Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-88044788-de-savornin-lohmanstraat-19-s/?navigateSource=resultlist,20220131_152538,"€ 189,000 kosten koper","€ 6,750    The asking price per m² (€ 189,000) is calculated by dividing the asking price of the home by the living area (28 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 24, 2022",Available,Available in consultation,€ 154.51 per month,Ground-floor apartment (apartment),Resale property,1931,Living area28 m²Other space inside the building1 m²,28 m²,1 m²,99 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower,1 story,Ground floor,G        What does this mean?,Communal central heating,Electrical boiler (rental),Alongside a quiet road and in residential district,Back garden,Public parking,Yes,Yes,Yes (€ 154.51 per month),Yes,Yes,Yes,no
