header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Type of parking facilities,error
Klein-Coolstraat 28 A-B,3033 XT Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-88965639-klein-coolstraat-28-a-b/?navigateSource=resultlist,20220129_085908,"€ 870,000 kosten koper","€ 3,346    The asking price per m² (€ 870,000) is calculated by dividing the asking price of the home by the living area (260 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Desirable residence/villa, row house",Resale property,1909,Living area260 m²Exterior space attached to the building17 m²,260 m²,17 m²,147 m²,868 m³,9 rooms (7 bedrooms),2 bathrooms and 4 separate toilets,Bath and 2 showers,4 stories,Not available,Roof insulation,Gas heaters,Gas-fired boiler,147 m²,Full ownership,"Alongside a quiet road, in center and in residential district",Back garden,"74 m² (13,64 meter deep and 5,77 meter broad)",Located at the south,Balcony present,"Paid parking, public parking and resident's parking permits",no
